,avg_rating,genre,language,num_reviews,premiere,rating_count,title,quarter,year,paid_membership,quarter_revenue,year_quarter,month
292,6.4,Zombie,English,1,2019-04-11,14100,Black Summer,2,2019,151.56,4923.0,2019_02,4
293,6.6,Teen,English,195,2019-04-26,5305,Chambers,2,2019,151.56,4923.0,2019_02,4
294,7.1,Mystery,English,358,2019-05-10,10810,The Society,2,2019,151.56,4923.0,2019_02,5
295,6.3,Social thriller,English,329,2019-05-24,8301,What/If,2,2019,151.56,4923.0,2019_02,5
296,9.1,Drama,English,421,2019-05-31,33956,When They See Us,2,2019,151.56,4923.0,2019_02,5
297,7.2,Coming-of-age,English,44,2019-06-14,2556,Trinkets,2,2019,151.56,4923.0,2019_02,6
298,6.8,Comedy,English,99,2019-04-12,1901,Huge in France,2,2019,151.56,4923.0,2019_02,4
299,6.6,Comedy,English,107,2019-04-19,2237,Lunatics,2,2019,151.56,4923.0,2019_02,4
300,7.5,Sketch comedy,English,92,2019-04-23,2819,I Think You Should Leave with Tim Robinson,2,2019,151.56,4923.0,2019_02,4
301,7.3,Dark comedy,English,129,2019-04-24,7658,Bonding,2,2019,151.56,4923.0,2019_02,4
302,8.2,Dark comedy,English,361,2019-05-03,24373,Dead to Me,2,2019,151.56,4923.0,2019_02,5
303,7.7,Comedy,English,57,2019-05-17,1739,It's Bruno!,2,2019,151.56,4923.0,2019_02,5
304,7.2,Comedy,English,116,2019-06-21,2814,Mr. Iglesias,2,2019,151.56,4923.0,2019_02,6
305,7.4,Comedy,English,54,2019-05-03,2451,Tuca & Bertie,2,2019,151.56,4923.0,2019_02,5
306,7.0,Science fiction,English,42,2019-04-01,1073,Ultraman,2,2019,151.56,4923.0,2019_02,4
307,6.7,Comedy-drama,English,39,2019-05-24,3322,She's Gotta Have It,2,2019,151.56,4923.0,2019_02,5
308,5.5,Sitcom,English,64,2019-04-15,993,No Good Nick,2,2019,151.56,4923.0,2019_02,4
309,7.6,Crime drama,English,154,2019-04-05,10892,Quicksand,2,2019,151.56,4923.0,2019_02,4
310,6.6,Drama,English,8,2019-04-11,410,Persona,2,2019,151.56,4923.0,2019_02,4
311,7.5,Romantic comedy,English,22,2019-04-18,380,My First First Love,2,2019,151.56,4923.0,2019_02,4
312,6.9,Mystery,English,60,2019-05-24,2594,High Seas,2,2019,151.56,4923.0,2019_02,5
313,8.0,Dark comedy,English,88,2019-05-31,8132,How to Sell Drugs Online (Fast),2,2019,151.56,4923.0,2019_02,5
314,3.5,Fantasy,English,537,2019-06-13,8423,Jinn,2,2019,151.56,4923.0,2019_02,6
315,4.2,Fantasy,English,49,2019-06-13,4294,Jinn,2,2019,151.56,4923.0,2019_02,6
316,6.0,Drama,English,7,2019-06-14,221,Yankee,2,2019,151.56,4923.0,2019_02,6
317,4.4,Drama,English,550,2019-06-14,5678,Leila,2,2019,151.56,4923.0,2019_02,6
318,5.8,Thriller,English,10,2019-06-28,268,The Chosen One,2,2019,151.56,4923.0,2019_02,6
319,7.5,Science fiction,English,119,2019-06-07,17626,3%,2,2019,151.56,4923.0,2019_02,6
320,8.7,Science fiction,English,667,2019-06-21,127097,Dark,2,2019,151.56,4923.0,2019_02,6
321,9.3,Nature documentary,English,144,2019-04-05,14626,Our Planet,2,2019,151.56,4923.0,2019_02,4
322,8.1,Culinary art,English,22,2019-04-26,1067,Street Food,2,2019,151.56,4923.0,2019_02,4
323,7.9,Docu-series,English,2,2019-05-17,183,1994,2,2019,151.56,4923.0,2019_02,5
324,7.9,Docu-series,English,9,2019-05-31,626,Killer Ratings,2,2019,151.56,4923.0,2019_02,5
325,8.3,Culinary art,English,19,2019-06-07,1461,The Chef Show,2,2019,151.56,4923.0,2019_02,6
326,6.3,True crime,English,16,2019-06-28,344,Exhibit A,2,2019,151.56,4923.0,2019_02,6
327,7.4,Competition,English,105,2019-05-17,2764,Nailed It!,2,2019,151.56,4923.0,2019_02,5
328,6.8,Reality,English,53,2019-04-10,1480,You vs. Wild,2,2019,151.56,4923.0,2019_02,4
329,5.6,Reality television,English,27,2019-06-14,329,Awake: The Million Dollar Game,2,2019,151.56,4923.0,2019_02,6
330,7.4,Univision,English,5,2019-04-05,205,Tijuana,2,2019,151.56,4923.0,2019_02,4
331,8.1,Talk show,English,71,2019-05-12,3151,Patriot Act with Hasan Minhaj,2,2019,151.56,4923.0,2019_02,5
332,8.2,Fantasy,English,1,2019-05-08,159417,Lucifer,2,2019,151.56,4923.0,2019_02,5
333,6.7,Horror,English,194,2019-05-23,9180,Slasher,2,2019,151.56,4923.0,2019_02,5
334,7.6,Political thriller,English,819,2019-06-07,62182,Designated Survivor,2,2019,151.56,4923.0,2019_02,6
335,6.1,Horror/thriller,English,405,2019-05-24,19927,The Perfection,2,2019,151.56,4923.0,2019_02,5
336,6.9,Romantic comedy,English,267,2019-05-31,28878,Always Be My Maybe,2,2019,151.56,4923.0,2019_02,5
337,6.4,Drama,English,36,2019-06-19,2454,Beats,2,2019,151.56,4923.0,2019_02,6
338,5.5,Comedy,English,289,2019-05-10,13015,Wine Country,2,2019,151.56,4923.0,2019_02,5
339,5.1,Science fiction/adventure,English,538,2019-05-24,12967,Rim of the World,2,2019,151.56,4923.0,2019_02,5
340,5.6,Romantic comedy,English,80,2019-05-03,6856,The Last Summer,2,2019,151.56,4923.0,2019_02,5
341,5.9,Romantic comedy,English,181,2019-04-12,21453,The Perfect Date,2,2019,151.56,4923.0,2019_02,4
342,6.2,Romantic comedy,English,151,2019-04-19,10648,Someone Great,2,2019,151.56,4923.0,2019_02,4
343,6.4,Romance,Spanish,16,2019-06-07,1351,Elisa & Marcela,2,2019,151.56,4923.0,2019_02,6
344,5.0,Science fiction,English,267,2019-05-17,5776,See You Yesterday,2,2019,151.56,4923.0,2019_02,5
345,5.5,Comedy,English,271,2019-04-05,13422,Unicorn Store,2,2019,151.56,4923.0,2019_02,4
346,5.3,Comedy,Spanish,13,2019-05-03,2316,Despite Everything,2,2019,151.56,4923.0,2019_02,5
347,6.5,Comedy,Hindi,70,2019-05-31,2528,Chopsticks,2,2019,151.56,4923.0,2019_02,5
348,5.6,Drama,English,45,2019-05-16,1473,Good Sam,2,2019,151.56,4923.0,2019_02,5
349,5.3,Drama,Spanish,7,2019-04-12,1426,Who Would You Take to a Deserted Island?,2,2019,151.56,4923.0,2019_02,4
239,8.1,Superhero,English,925,2019-02-15,75321,The Umbrella Academy,1,2019,148.86,4521.0,2019_01,2
240,7.0,Supernatural,English,401,2019-03-07,10489,The Order,1,2019,148.86,4521.0,2019_01,3
241,6.5,Thriller,English,25,2019-03-08,565,Shadow,1,2019,148.86,4521.0,2019_01,3
242,8.0,Comedy,English,427,2019-02-01,41947,Russian Doll,1,2019,148.86,4521.0,2019_01,2
243,8.5,Comedy,English,713,2019-03-08,39498,After Life,1,2019,148.86,4521.0,2019_01,3
244,7.2,Comedy,English,97,2019-03-15,5107,Turn Up Charlie,1,2019,148.86,4521.0,2019_01,3
245,8.6,Anthology,English,626,2019-03-15,59956,"Love, Death & Robots",1,2019,148.86,4521.0,2019_01,3
246,7.8,Mockumentary,English,32,2019-03-31,1106,Trailer Park Boys: The Animated Series,1,2019,148.86,4521.0,2019_01,3
247,7.8,Mystery,English,657,2019-03-22,75189,The OA,1,2019,148.86,4521.0,2019_01,3
248,7.8,Black-comedy,English,259,2019-01-01,47451,A Series of Unfortunate Events,1,2019,148.86,4521.0,2019_01,1
249,8.1,Coming-of-age,English,86,2019-03-29,6870,On My Block,1,2019,148.86,4521.0,2019_01,3
250,6.8,Comedy,English,218,2019-01-11,15309,Friends from College,1,2019,148.86,4521.0,2019_01,1
251,7.9,Comedy-horror,English,396,2019-03-29,48061,Santa Clarita Diet,1,2019,148.86,4521.0,2019_01,3
252,8.3,Fantasy,English,194,2019-01-25,10976,Kingdom,1,2019,148.86,4521.0,2019_01,1
253,6.3,Supernatural,English,51,2019-02-01,1247,Always a Witch,1,2019,148.86,4521.0,2019_01,2
254,8.6,Police procedural,English,145,2019-03-22,5512,Delhi Crime,1,2019,148.86,4521.0,2019_01,3
255,7.6,Crime,English,4,2019-03-22,464,Crime Diaries: The Candidate,1,2019,148.86,4521.0,2019_01,3
256,5.9,Science fiction,English,37,2019-03-29,1681,Osmosis,1,2019,148.86,4521.0,2019_01,3
257,8.1,Crime drama,English,38,2019-02-22,7135,Suburra: Blood on Rome,1,2019,148.86,4521.0,2019_01,2
258,7.0,Musical,English,14,2019-02-22,209,Go! Live Your Way,1,2019,148.86,4521.0,2019_01,2
259,7.0,Musical,English,14,2019-02-22,209,Go! Live Your Way,1,2019,148.86,4521.0,2019_01,2
260,7.7,Comedy,English,183,2019-01-25,56168,Unbreakable Kimmy Schmidt,1,2019,148.86,4521.0,2019_01,1
261,6.8,Docu-series,English,18,2019-01-18,878,Trigger Warning with Killer Mike,1,2019,148.86,4521.0,2019_01,1
262,7.8,True crime,English,80,2019-01-24,14942,Conversations with a Killer: The Ted Bundy Tapes,1,2019,148.86,4521.0,2019_01,1
263,8.2,True crime,English,3,2019-01-25,224,Examination of Conscience,1,2019,148.86,4521.0,2019_01,1
264,7.8,Sport,English,12,2019-03-01,903,Losers,1,2019,148.86,4521.0,2019_01,3
265,7.1,Sport,English,5,2019-03-01,319,Cricket Fever: Mumbai Indians,1,2019,148.86,4521.0,2019_01,3
266,8.6,Sport,English,104,2019-03-08,6604,Formula 1: Drive to Survive,1,2019,148.86,4521.0,2019_01,3
267,6.7,True crime,English,76,2019-03-15,4626,The Disappearance of Madeleine McCann,1,2019,148.86,4521.0,2019_01,3
268,6.6,Reality show,English,47,2019-01-01,2029,Tidying Up with Marie Kondo,1,2019,148.86,4521.0,2019_01,1
269,7.4,Reality,English,105,2019-02-08,2764,Nailed It!,1,2019,148.86,4521.0,2019_01,2
270,6.4,Reality,English,19,2019-02-14,553,Dating Around,1,2019,148.86,4521.0,2019_01,2
271,5.3,Reality,English,85,2019-03-22,889,Selling Sunset,1,2019,148.86,4521.0,2019_01,3
272,8.4,Makeover reality,English,90,2019-03-15,10510,Queer Eye,1,2019,148.86,4521.0,2019_01,3
273,7.3,BBC Two,English,87,2019-01-25,2792,Black Earth Rising,1,2019,148.86,4521.0,2019_01,1
274,6.0,Syfy,English,356,2019-02-01,9058,Nightflyers,1,2019,148.86,4521.0,2019_01,2
275,7.1,CBC,English,187,2019-03-01,2167,Northern Rescue,1,2019,148.86,4521.0,2019_01,3
276,6.5,Channel 4,English,53,2019-03-29,1490,Traitors,1,2019,148.86,4521.0,2019_01,3
277,8.1,Talk show,English,71,2019-02-10,3151,Patriot Act with Hasan Minhaj,1,2019,148.86,4521.0,2019_01,2
278,5.3,Drama,Marathi,11,2019-02-22,154,Firebrand,1,2019,148.86,4521.0,2019_01,2
279,6.0,Comedy-drama,Marathi,4,2019-03-29,110,15 August,1,2019,148.86,4521.0,2019_01,3
280,7.2,Crime drama,Hindi,39,2019-01-18,1457,Soni,1,2019,148.86,4521.0,2019_01,1
281,5.6,Comedy,Ibo/English,65,2019-01-04,908,Lionheart,1,2019,148.86,4521.0,2019_01,1
282,6.3,Thriller,English,823,2019-01-25,57499,Polar,1,2019,148.86,4521.0,2019_01,1
283,7.0,Biopic,English,517,2019-03-22,28694,The Dirt,1,2019,148.86,4521.0,2019_01,3
284,6.5,Action/thriller,English,812,2019-03-13,76566,Triple Frontier,1,2019,148.86,4521.0,2019_01,3
285,5.7,Thriller,English,477,2019-02-01,41882,Velvet Buzzsaw,1,2019,148.86,4521.0,2019_01,2
286,7.0,Crime drama,English,349,2019-03-29,47973,The Highwaymen,1,2019,148.86,4521.0,2019_01,3
287,6.2,Sports/drama,English,44,2019-02-08,5031,High Flying Bird,1,2019,148.86,4521.0,2019_01,2
288,7.2,Drama/comedy,English,83,2019-02-22,6448,Paddleton,1,2019,148.86,4521.0,2019_01,2
289,6.4,Drama,English,31,2019-03-08,1195,Walk. Ride. Rodeo.,1,2019,148.86,4521.0,2019_01,3
290,5.6,Comedy-drama,English,70,2019-01-11,3697,The Last Laugh,1,2019,148.86,4521.0,2019_01,1
291,6.0,Drama,English,54,2019-03-08,1607,Juanita,1,2019,148.86,4521.0,2019_01,3
178,8.4,Crime drama,English,184,2018-11-16,35226,Narcos: Mexico,4,2018,139.26,4187.0,2018_04,11
179,7.1,Supernatural,English,137,2018-12-14,5058,Tidelands,4,2018,139.26,4187.0,2018_04,12
180,8.2,Comedy,English,177,2018-11-16,12133,The Kominsky Method,4,2018,139.26,4187.0,2018_04,11
181,8.8,Political drama,English,708,2018-11-02,433959,House of Cards,4,2018,139.26,4187.0,2018_04,11
182,5.7,Superhero,English,40,2018-11-09,1145,Super Drags,4,2018,139.26,4187.0,2018_04,11
183,7.7,Supernatural,English,896,2018-10-26,51584,Chilling Adventures of Sabrina,4,2018,139.26,4187.0,2018_04,10
184,7.7,Supernatural,English,896,2018-10-26,51584,Chilling Adventures of Sabrina,4,2018,139.26,4187.0,2018_04,10
185,8.0,Coming-of-age,English,169,2018-10-05,37088,Big Mouth,4,2018,139.26,4187.0,2018_04,10
186,8.1,Dark fantasy,English,153,2018-10-26,24596,Castlevania,4,2018,139.26,4187.0,2018_04,10
187,8.0,Sitcom,English,93,2018-11-30,21836,F Is for Family,4,2018,139.26,4187.0,2018_04,11
188,7.6,Educational,English,21,2018-11-02,206,Brainchild,4,2018,139.26,4187.0,2018_04,11
189,7.5,Comedy,English,4,2018-10-05,146,YG Future Strategy Office,4,2018,139.26,4187.0,2018_04,10
190,8.6,Crime drama,English,24,2018-10-19,965,Wild District,4,2018,139.26,4187.0,2018_04,10
191,7.1,Spy thriller,English,38,2018-11-30,2918,1983,4,2018,139.26,4187.0,2018_04,11
192,6.8,Drama,English,57,2018-11-30,4018,Baby,4,2018,139.26,4187.0,2018_04,11
193,7.5,Drama,English,52,2018-12-07,6859,Dogs of Berlin,4,2018,139.26,4187.0,2018_04,12
194,7.5,Romantic comedy,English,23,2018-12-07,1983,The Hook Up Plan,4,2018,139.26,4187.0,2018_04,12
195,6.7,Horror,English,37,2018-12-21,1357,Diablero,4,2018,139.26,4187.0,2018_04,12
196,5.8,Sitcom,English,11,2018-11-16,221,Prince of Peoria,4,2018,139.26,4187.0,2018_04,11
197,5.8,Sitcom,English,11,2018-11-16,221,Prince of Peoria,4,2018,139.26,4187.0,2018_04,11
198,7.5,Teen drama,English,42,2018-12-07,1335,Free Rein,4,2018,139.26,4187.0,2018_04,12
199,7.6,Sitcom,English,376,2018-12-07,26966,The Ranch,4,2018,139.26,4187.0,2018_04,12
200,6.9,Sitcom,English,202,2018-12-14,21562,Fuller House,4,2018,139.26,4187.0,2018_04,12
201,5.9,Docu-series,English,32,2018-10-26,256,Terrorism Close Calls,4,2018,139.26,4187.0,2018_04,10
202,8.2,Docu-series,English,13,2018-11-16,797,Dogs,4,2018,139.26,4187.0,2018_04,11
203,5.5,Docu-series,English,5,2018-11-16,316,Vai Anitta,4,2018,139.26,4187.0,2018_04,11
204,7.5,Docu-series,English,5,2018-12-14,267,Inside the Real Narcos,4,2018,139.26,4187.0,2018_04,12
205,8.2,Sport,English,33,2018-12-14,2821,Sunderland 'Til I Die,4,2018,139.26,4187.0,2018_04,12
206,7.4,True crime,English,30,2018-12-14,3444,The Innocent Man,4,2018,139.26,4187.0,2018_04,12
207,6.8,Docu-series,English,12,2018-12-21,347,7 Days Out,4,2018,139.26,4187.0,2018_04,12
208,7.7,Cooking show,English,106,2018-10-12,1820,The Curious Creations of Christine McConnell,4,2018,139.26,4187.0,2018_04,10
209,6.0,Music,English,9,2018-11-09,126,Westside,4,2018,139.26,4187.0,2018_04,11
210,7.7,Culinary competition,English,98,2018-11-20,1906,The Final Table,4,2018,139.26,4187.0,2018_04,11
211,6.2,Reality,English,23,2018-11-30,407,Death by Magic,4,2018,139.26,4187.0,2018_04,11
212,7.1,Panel show,English,32,2018-12-14,1227,The Fix,4,2018,139.26,4187.0,2018_04,12
213,6.4,BBC One,English,3,2018-10-19,100,Wanderlust,4,2018,139.26,4187.0,2018_04,10
214,7.0,BBC One,English,79,2018-10-19,3255,Wanderlust,4,2018,139.26,4187.0,2018_04,10
215,7.3,ABC,English,108,2018-12-07,2684,Pine Gap,4,2018,139.26,4187.0,2018_04,12
216,7.2,BBC One,English,163,2018-12-23,3809,Watership Down,4,2018,139.26,4187.0,2018_04,12
217,8.1,Talk show,English,71,2018-10-28,3151,Patriot Act with Hasan Minhaj,4,2018,139.26,4187.0,2018_04,10
218,8.4,Docu-series,English,7,2018-10-19,1785,Hip-Hop Evolution,4,2018,139.26,4187.0,2018_04,10
219,8.4,Docu-series,English,8,2018-10-19,2418,Hip-Hop Evolution,4,2018,139.26,4187.0,2018_04,10
220,8.2,Science fiction,English,656,2018-12-14,37215,Travelers,4,2018,139.26,4187.0,2018_04,12
221,8.2,Science fiction,English,4,2018-12-14,1426,Travelers,4,2018,139.26,4187.0,2018_04,12
222,8.2,Showcase,English,656,2018-12-14,37215,Travelers,4,2018,139.26,4187.0,2018_04,12
223,8.2,Showcase,English,4,2018-12-14,1426,Travelers,4,2018,139.26,4187.0,2018_04,12
224,7.3,Discovery,English,119,2018-12-07,13211,Frontier,4,2018,139.26,4187.0,2018_04,12
225,5.7,Romantic comedy,English,65,2018-11-02,5539,The Holiday Calendar,4,2018,139.26,4187.0,2018_04,11
226,5.7,Comedy/drama,Hindi,46,2018-11-30,1285,Rajma Chawal,4,2018,139.26,4187.0,2018_04,11
227,6.6,Psychological thriller,English,2,2018-12-21,225210,Bird Box,4,2018,139.26,4187.0,2018_04,12
228,7.3,Western,English,610,2018-11-16,90222,The Ballad of Buster Scruggs,4,2018,139.26,4187.0,2018_04,11
229,6.5,Adventure,English,454,2018-12-07,46382,Mowgli: Legend of the Jungle,4,2018,139.26,4187.0,2018_04,12
230,6.3,Horror/thriller,English,362,2018-10-12,30876,Apostle,4,2018,139.26,4187.0,2018_04,10
231,7.8,Drama,Spanish,1,2018-12-14,109530,Roma,4,2018,139.26,4187.0,2018_04,12
232,7.0,Action/thriller,Indonesian,185,2018-10-19,15000,The Night Comes for Us,4,2018,139.26,4187.0,2018_04,10
233,6.7,Drama,English,163,2018-10-10,20257,22 July,4,2018,139.26,4187.0,2018_04,10
234,6.0,Psychological horror,English,227,2018-11-16,18201,Cam,4,2018,139.26,4187.0,2018_04,11
235,7.3,Drama,English,74,2018-10-05,10484,Private Life,4,2018,139.26,4187.0,2018_04,10
236,7.1,Family film,English,590,2018-11-22,35440,The Christmas Chronicles,4,2018,139.26,4187.0,2018_04,11
237,6.0,Romantic comedy,English,128,2018-11-16,14303,The Princess Switch,4,2018,139.26,4187.0,2018_04,11
238,5.2,Romantic comedy,English,61,2018-11-30,5277,A Christmas Prince: The Royal Wedding,4,2018,139.26,4187.0,2018_04,11
387,6.6,Dark comedy-drama,English,775,2018-08-10,16548,Insatiable,3,2018,130.42,3999.0,2018_03,8
388,7.1,Police procedural,English,192,2018-09-21,3987,The Good Cop,3,2018,130.42,3999.0,2018_03,9
389,7.9,Dark comedy,English,635,2018-09-21,51770,Maniac,3,2018,130.42,3999.0,2018_03,9
390,7.2,Medieval fantasy,English,420,2018-08-17,29778,Disenchantment,3,2018,130.42,3999.0,2018_03,8
391,7.0,Comedy,English,151,2018-08-31,8300,Paradise PD,3,2018,130.42,3999.0,2018_03,8
392,8.1,Comedy-drama,English,331,2018-07-27,257345,Orange Is the New Black,3,2018,130.42,3999.0,2018_03,7
393,8.3,Crime drama,English,562,2018-08-31,109486,Ozark,3,2018,130.42,3999.0,2018_03,8
394,8.9,Drama,English,509,2018-07-06,55236,Sacred Games,3,2018,130.42,3999.0,2018_03,7
395,7.2,Science fiction,English,15,2018-08-01,714,Switched,3,2018,130.42,3999.0,2018_03,8
396,6.5,Comedy,English,4,2018-07-06,398,Samantha!,3,2018,130.42,3999.0,2018_03,7
397,6.5,Comedy,English,4,2018-07-06,398,Samantha!,3,2018,130.42,3999.0,2018_03,7
398,7.6,Travel documentary,English,114,2018-07-20,4224,Dark Tourist,3,2018,130.42,3999.0,2018_03,7
399,4.8,Docu-series,English,148,2018-08-10,893,Afflicted,3,2018,130.42,3999.0,2018_03,8
