episodes,genre,language,length,premiere,seasons,status,title
6,Reality,English,24–30 min.,"February 14, 2019",1,"Pending
",Dating Around
8,Reality,English,28–42 min.,"March 22, 2019",1,"Pending
",Selling Sunset
8,Reality,English,14–26 min.,"April 10, 2019",1,"Pending
",You vs. Wild
10,Reality television,English,20–25 min.,"May 3, 2019",1,"Pending
",Flinch
10,Reality television,English,37–47 min.,"May 10, 2019",1,"Pending
",Jailbirds
8,Reality television,English,35–41 min.,"June 14, 2019",1,"Pending
",Awake: The Million Dollar Game
8,Reality television,English,32–40 min.,"July 12, 2019",1,"Pending
",Extreme Engagement
6,Reality competition,English,,"August 2, 2019",1,"Pending
",Basketball or Nothing
7,Aftershow,English,15–25 min.,"October 27, 2017",1,"Ended
",Beyond Stranger Things
12,Variety show,English,21–29 min.,"May 4, 2018",1,"Ended
",A Little Help with Carol Burnett
10,Korean language,English,75–98 min.,"May 4, 2018",1,Renewed,Busted!
10,Late-night,English,27 min.,"May 27, 2018",1,Ended,The Break with Michelle Wolf
10,Talk show,English,26–35 min.,"September 14, 2018",1,Ended,Norm Macdonald Has a Show
10,Panel show,English,23–31 min.,"December 14, 2018",1,"Pending
",The Fix
13,Fuji Television,English,43–51 min.,"December 1, 2015",1,Ended,Atelier
10,Yoshimoto Kogyo,English,46–60 min.,"June 2, 2016",1,"Ended
",Hibana: Spark
8,ZDF,English,51–53 min.,"December 8, 2016",1,"Ended
",The Cuba Libre Story
4,RTVE,English,86–96 min.,"September 12, 2016",1,"Ended
",Four Seasons in Havana
8,ITV,English,42–45 min.,"November 17, 2016",1,Ended,Paranoid
6,E4,English,42–45 min.,"December 16, 2016",1,Ended,Crazyhead
12,Kyodo Television,English,16–24 min.,"March 17, 2017",1,Ended,Samurai Gourmet
12,TV Tokyo,English,24 min.,"July 7, 2017",1,Ended,Kantaro: The Sweet Tooth Salaryman
12,TV Tokyo,English,24 min.,"August 15, 2017",1,Ended,Million Yen Women
6,CBC,English,43–46 min.,"November 3, 2017",1,"Miniseries
",Alias Grace
12,Kansai TV,English,26–32 min.,"December 15, 2017",1,"Ended
",Erased
8,Channel 4,English,18–22 min.,"January 5, 2018",1,Renewed,The End of the F***ing World
12,TV Tokyo,English,26 min.,"January 12, 2018",1,Ended,Mob Psycho 100
10,USA Network,English,42–55 min.,"February 1, 2018",1,Ended,Damnation
4,BBC Two,English,56–59 min.,"March 9, 2018",1,"Miniseries
",Collateral
6,BBC One,English,57–58 min.,"March 23, 2018",1,"Ended
",Requiem
8,BBC One,English,57–58 min.,"April 6, 2018",1,"Ended
",Troy: Fall of a City
7,ABC,English,27–30 min.,"April 21, 2018",1,"Season 2 due to premiere on July 31, 2019",The Letdown
10,ABC,English,26 min.,"April 27, 2018",1,"Ended
",The New Legends of Monkey
,Competition,English,12–35 min.,,,"Pending
",Nailed It!
,Makeover reality,English,43–52 min.,,,Renewed,Queer Eye
29,,English,41–84 min.,"February 24, 2017",3,"Pending
",Ultimate Beastmaster
8,C8,English,41–48 min.,"May 10, 2018",1,"Ended
",Safe
6,Channel 4,English,46–48 min.,"June 29, 2018",1,"Ended
",Kiss Me First
10,Crime + Investigation,English,50–53 min.,"August 3, 2018",1,"Pending
",I Am a Killer
6,BBC One,English,56–59 min.,"October 19, 2018",1,"Pending
",Wanderlust
6,ABC,English,54–59 min.,"December 7, 2018",1,"Pending
",Pine Gap
6,Competition,English,12–35 min.,2018-03-09,1,"Pending
",Nailed It!
7,Competition,English,12–35 min.,2018-06-29,2,"Pending
",Nailed It!
"7,December 7, 2018",Competition,English,12–35 min.,,,"Pending
",Nailed It!
6,Competition,English,12–35 min.,2019-05-17,3,"Pending
",Nailed It!
8,Makeover reality,English,43–52 min.,2018-02-07,1,Renewed,Queer Eye
8,Makeover reality,English,43–52 min.,2018-06-15,2,Renewed,Queer Eye
"June 21, 2018",Makeover reality,English,43–52 min.,,Special,Renewed,Queer Eye
8,Makeover reality,English,43–52 min.,2019-03-15,3,Renewed,Queer Eye
8,Makeover reality,English,43–52 min.,2019-07-19,4,Renewed,Queer Eye
29,,English,41–84 min.,"February 24, 2017",3,"Pending
",Ultimate Beastmaster
29,,English,41–84 min.,"February 24, 2017",3,"Pending
",Ultimate Beastmaster
6,ZDFneo,English,53–67 min.,"December 21, 2018",1,"Pending
",Perfume
4,BBC One,English,50–51 min.,"December 23, 2018",1,"Miniseries
",Watership Down
8,BBC Two,English,60 min.,"January 25, 2019",1,"Miniseries
",Black Earth Rising
10,Syfy,English,40–59 min.,"February 1, 2019",1,Ended,Nightflyers
10,CBC,English,44–45 min.,"March 1, 2019",1,"Pending
",Northern Rescue
6,Channel 4,English,46–47 min.,"March 29, 2019",1,"Pending
",Traitors
11,Univision,English,35–45 min.,"April 5, 2019",1,"Pending
",Tijuana
10,Eén,English,46–54 min.,"May 3, 2019",1,Renewed ,Undercover
,Science,English,26–41 min.,,,"Ended
",Bill Nye Saves the World
120,Late-night,English,27–64 min.,"May 11, 2016",2,Ended,Chelsea
120,Late-night,English,27–64 min.,"May 11, 2016",2,Ended,Chelsea
13,season 6,English,22 min.,"March 7, 2014",1,Ended,Star Wars: The Clone Wars
6,season 4,English,54–60 min.,"August 1, 2014",1,Ended,The Killing
,Talk show,English,23–30 min.,,,"Volume 4 due to premiere on August 4, 2019
",Patriot Act with Hasan Minhaj
13,Science,English,26–41 min.,2017-04-21,1,"Ended
",Bill Nye Saves the World
6,Science,English,26–41 min.,2017-12-29,2,"Ended
",Bill Nye Saves the World
6,Science,English,26–41 min.,2018-05-11,3,"Ended
",Bill Nye Saves the World
19,Comedy,English,22–28 min.,"February 18, 2018",2,Ended,The Joel McHale Show with Joel McHale
19,Comedy,English,22–28 min.,"February 18, 2018",2,Ended,The Joel McHale Show with Joel McHale
12,Interview,English,41–58 min.,"January 12, 2018",2,"Pending
",My Next Guest Needs No Introduction with David Letterman
10,Drama,English,23–24 min.,"October 21, 2016",1,Renewed,Midnight Diner
8,Comedy,English,30–38 min.,"September 29, 2017",1,"Ended
",Real Rob
6,Paranormal-drama,English,54–57 min.,"November 28, 2017",1,Renewed,Glitch
3,Docu-series,English,46–53 min.,"June 8, 2018",1,"Ended
",The Staircase
,Talk show,English,23–30 min.,,,"Volume 4 due to premiere on August 4, 2019
",Patriot Act with Hasan Minhaj
7,Talk show,English,23–30 min.,2018-10-28,Volume 1,"Volume 4 due to premiere on August 4, 2019
",Patriot Act with Hasan Minhaj
6,Talk show,English,23–30 min.,2019-02-10,Volume 2,"Volume 4 due to premiere on August 4, 2019
",Patriot Act with Hasan Minhaj
6,Talk show,English,23–30 min.,2019-05-12,Volume 3,"Volume 4 due to premiere on August 4, 2019
",Patriot Act with Hasan Minhaj
12,Interview,English,41–58 min.,"January 12, 2018",2,"Pending
",My Next Guest Needs No Introduction with David Letterman
16,Docu-series,English,22 min.,"October 2, 2018",1,"Pending
",MeatEater
8,Comedy,English,23–26 min.,"October 5, 2018",1,"Pending
",Little Things
4,Docu-series,English,42–52 min.,"October 19, 2018",1,"Pending
",Hip-Hop Evolution
10,Science fiction,English,43–50 min.,"December 14, 2018",1,Ended,Travelers
10,Fantasy,English,48–55 min.,"May 8, 2019",1,Renewed for final season,Lucifer
8,Horror,English,45–48 min.,"May 23, 2019",1,"Pending
",Slasher
10,Political thriller,English,47–53 min.,"June 7, 2019",1,"Pending
",Designated Survivor
10,Drama,English,46–60 min.,"June 7, 2019",1,"Miniseries
",Armistead Maupin's Tales of the City
8,Thriller,English,41–57 min.,"July 19, 2019",1,"Pending
",Money Heist
,Discovery,English,43–52 min.,,,"Pending
",Frontier
,Showcase,English,44–50 min.,,,"Ended
",Travelers
,Discovery,English,43–52 min.,,,"Pending
",Frontier
6,Discovery,English,43–52 min.,2016-11-06,1,"Pending
",Frontier
6,Discovery,English,43–52 min.,2017-10-18,2,"Pending
",Frontier
6,Discovery,English,43–52 min.,2018-12-07,3,"Pending
",Frontier
,Showcase,English,44–50 min.,,,"Ended
",Travelers
12,Showcase,English,44–50 min.,2016-10-17,1,"Ended
",Travelers
12,Showcase,English,44–50 min.,2017-10-16,2,"Ended
",Travelers
10,Showcase,English,44–50 min.,2018-12-14,3,"Ended
",Travelers
,CBC,English,44–88 min.,,,Renewed,Anne with an E
,BBC America,English,41–53 min.,,,Ended,Dirk Gently's Holistic Detective Agency
52,7TWO,English,12 min.,"August 19, 2016",2,"Ended
",Bottersnikes and Gumbles
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,CBC,English,44–88 min.,,,Renewed,Anne with an E
7,CBC,English,44–88 min.,2017-03-19,1,Renewed,Anne with an E
"10,July 6, 2018",CBC,English,44–88 min.,,2,Renewed,Anne with an E
,BBC America,English,41–53 min.,,,Ended,Dirk Gently's Holistic Detective Agency
8,BBC America,English,41–53 min.,2016-10-22,1,Ended,Dirk Gently's Holistic Detective Agency
10,BBC America,English,41–53 min.,2017-10-14,2,Ended,Dirk Gently's Holistic Detective Agency
52,7TWO,English,12 min.,"August 19, 2016",2,"Ended
",Bottersnikes and Gumbles
27,Fuji Television,English,43–49 min.,"May 13, 2016",2,"Ended
",Good Morning Call
27,Fuji Television,English,43–49 min.,"May 13, 2016",2,"Ended
",Good Morning Call
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
,7TWO,English,15–24 min.,,,"Pending
",Beat Bugs
27,Family Channel,English,27–29 min.,"April 1, 2016",2,"Ended
",Lost & Found Music Studios
27,Family Channel,English,27–29 min.,"April 1, 2016",2,"Ended
",Lost & Found Music Studios
40,Family Channel,English,24 min.,"January 15, 2016",4,Ended,Degrassi: Next Class
,City,English,44 min.,,,"Ended
",Between
40,Family Channel,English,24 min.,"January 15, 2016",4,Ended,Degrassi: Next Class
40,Family Channel,English,24 min.,"January 15, 2016",4,Ended,Degrassi: Next Class
40,Family Channel,English,24 min.,"January 15, 2016",4,Ended,Degrassi: Next Class
26,ZDF,English,24 min.,"May 22, 2015",2,"Ended
",H
26,ZDF,English,24 min.,"May 22, 2015",2,"Ended
",H
,City,English,44 min.,,,"Ended
",Between
6,City,English,44 min.,2015-05-21,1,"Ended
",Between
6,City,English,44 min.,2016-06-30,2,"Ended
",Between
44,Fuji Television,English,27–37 min.,"October 26, 2017",2,"Ended
",Ainori
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,Univision,English,39–55 min.,,,Ended,El Chapo
24,NRK,English,43–58 min.,"February 6, 2012",3,Ended,Lilyhammer
,TVN,English,72 min.,,,"Season 1 ongoing
",Designated Survivor: 60 Days
44,Fuji Television,English,27–37 min.,"October 26, 2017",2,"Ended
",Ainori
50,seasons 8–12,English,22–32 min.,"September 5, 2014",5,"Ended
",Trailer Park Boys
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,Univision,English,39–55 min.,,,Ended,El Chapo
10,Univision,English,39–55 min.,2017-04-23,1,Ended,El Chapo
12,Univision,English,39–55 min.,2017-09-17,2,Ended,El Chapo
,Period drama,English,52–59 min.,,,Renewed,The Last Kingdom
24,NRK,English,43–58 min.,"February 6, 2012",3,Ended,Lilyhammer
24,NRK,English,43–58 min.,"February 6, 2012",3,Ended,Lilyhammer
,TVN,English,72 min.,,,"Season 1 ongoing
",Designated Survivor: 60 Days
21,TVN,English,72 min.,2016-09-21,1,"Season 1 ongoing
",Designated Survivor: 60 Days
22,TVN,English,72 min.,2017-09-27,2,"Season 1 ongoing
",Designated Survivor: 60 Days
"10,June 7, 2019",TVN,English,72 min.,,3,"Season 1 ongoing
",Designated Survivor: 60 Days
16,Comedy,English,25–28 min.,"November 17, 2016",2,"Ended
",Lovesick
16,Comedy,English,25–28 min.,"November 17, 2016",2,"Ended
",Lovesick
,seasons 3–5,English,52–89 min.,,,"Pending
",Black Mirror
50,seasons 8–12,English,22–32 min.,"September 5, 2014",5,"Ended
",Trailer Park Boys
50,seasons 8–12,English,22–32 min.,"September 5, 2014",5,"Ended
",Trailer Park Boys
50,seasons 8–12,English,22–32 min.,"September 5, 2014",5,"Ended
",Trailer Park Boys
50,seasons 8–12,English,22–32 min.,"September 5, 2014",5,"Ended
",Trailer Park Boys
,seasons 4–6,English,55–71 min.,,,Ended,Longmire
"
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
13,Univision,English,39–55 min.,2018-07-09,3,Ended,El Chapo
,Period drama,English,52–59 min.,,,Renewed,The Last Kingdom
8,Period drama,English,52–59 min.,2015-10-10,1,Renewed,The Last Kingdom
8,Period drama,English,52–59 min.,2017-03-16,2,Renewed,The Last Kingdom
"10,19 November 2018",Period drama,English,52–59 min.,,3,Renewed,The Last Kingdom
,(seasons 4–5,English,22–23 min.,,,"Ended
",Arrested Development
,seasons 3–5,English,52–89 min.,,,"Pending
",Black Mirror
3,seasons 3–5,English,52–89 min.,2011-12-04,1,"Pending
",Black Mirror
3,seasons 3–5,English,52–89 min.,2013-02-11,2,"Pending
",Black Mirror
16 December 2014,seasons 3–5,English,52–89 min.,,Special,"Pending
",Black Mirror
"6,21 October 2016",seasons 3–5,English,52–89 min.,,3,"Pending
",Black Mirror
,seasons 4–6,English,55–71 min.,,,Ended,Longmire
10,seasons 4–6,English,55–71 min.,2012-06-03,1,Ended,Longmire
13,seasons 4–6,English,55–71 min.,2013-05-27,2,Ended,Longmire
10,seasons 4–6,English,55–71 min.,2014-06-02,3,Ended,Longmire
"10,September 10, 2015",seasons 4–6,English,55–71 min.,,4,Ended,Longmire
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,(seasons 4–5,English,22–23 min.,,,"Ended
",Arrested Development
22,(seasons 4–5,English,22–23 min.,2003-11-02,1,"Ended
",Arrested Development
18,(seasons 4–5,English,22–23 min.,2004-11-07,2,"Ended
",Arrested Development
"6,29 December 2017",seasons 3–5,English,52–89 min.,,4,"Pending
",Black Mirror
28 December 2018,seasons 3–5,English,52–89 min.,,Film,"Pending
",Black Mirror
"3,5 June 2019",seasons 3–5,English,52–89 min.,,5,"Pending
",Black Mirror
"10,September 23, 2016",seasons 4–6,English,55–71 min.,,5,Ended,Longmire
"10,November 17, 2017",seasons 4–6,English,55–71 min.,,6,Ended,Longmire
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
,CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
49,Fuji Television,English,32–44 min.,"December 19, 2017",6,"Ended
",Terrace House: Opening New Doors
13,(seasons 4–5,English,22–23 min.,2005-09-19,3,"Ended
",Arrested Development
"15 , , 22 ,May 26, 2013, , , May 3, 2018, ",(seasons 4–5,English,22–23 min.,,4,"Ended
",Arrested Development
"May 29, 2018",(seasons 4–5,English,22–23 min.,,5,"Ended
",Arrested Development
"March 15, 2019",(seasons 4–5,English,22–23 min.,,,"Ended
",Arrested Development
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
"N/A
",CBBC,English,28–59 min.,,,"Season 3 due to premiere on July 26, 2019",The Worst Witch
49,Fuji Television,English,32–44 min.,"December 19, 2017",6,"Ended
",Terrace House: Opening New Doors
49,Fuji Television,English,32–44 min.,"December 19, 2017",6,"Ended
",Terrace House: Opening New Doors
49,Fuji Television,English,32–44 min.,"December 19, 2017",6,"Ended
",Terrace House: Opening New Doors
49,Fuji Television,English,32–44 min.,"December 19, 2017",6,"Ended
",Terrace House: Opening New Doors
49,Fuji Television,English,32–44 min.,"December 19, 2017",6,"Ended
",Terrace House: Opening New Doors
4,Crime drama,English,,,1,"Worldwide
",Top Boy
8,Sports,"English
",,2017,1,"English
",21 Thunder
20,Drama,"Korean
",,2017,1,"Korean
",A Korean Odyssey
12,Drama,"Chinese
",,2018,1,"Chinese
",A Taiwanese Tale of Two Cities
10,Drama,"Chinese
",,2019,1,"Chinese
",A Thousand Goodnights
16,fantasy,"Korean
",,2019,1,"Korean
",Abyss
30,Romantic comedy,"Chinese
",,2018,1,"Chinese
",Accidentally in Love
6,Science fiction,"French
",,2018,1,"French
",Ad Vitam
14,Talk Show,"English
",,2017,1,"English
",After Trek
10,Period drama,"English
",,2018,1,"English
",The Alienist
13,Teen drama,"English
",,2018,1,"English
",The A List
7,Talent show,"English
",,2019,1,"English
",America's Got Talent: The Champions
7,Talent show,"English
",,2019,1,"English
",American Idol
13,Crime drama,"Filipino
",,2018,1,"Filipino
",AMO
18,Comedy,"Thai
",,2019,1,"Thai
",Answer for Heaven
8,Drama,"Korean
",,2017,1,"Korean
",Argon
18,fantasy,"Korean
",,2019,1,"Korean
",Arthdal Chronicles
12,Docu-series,"English
",,2017,1,"English
",Ask the Doctor
10,Anime,"Japanese
",,2018,1,"Japanese
",Back Street Girls
7,Reality,"English
",,2018,1,"English
",Back with the Ex
16,Police procedural,"Korean
",,2018,1,"Korean
",Bad Guys: Vile City
13,Drama,"Thai
",,2018,1,"Thai
",Bangkok Love Stories: Hey You!
13,Drama,"Thai
",,2018,1,"Thai
",Bangkok Love Stories: Innocence
13,Drama,"Thai
",,2019,1,"Thai
",Bangkok Love Stories: Objects of Affection
13,Drama,"Thai
",,2019,1,"Thai
",Bangkok Love Stories: Plead
10,Drama,"English, German
",,2016,1,"English, German
",Berlin Station
6,Police procedural,"Galician
",,2019,1,"Galician
",Bitter Daisies
18,Thriller,"Korean
",,2017,1,"Korean
",Black
8,Crime drama,"Portuguese
",,2018,1,"Portuguese
",Blood Pact
10,Reality,"English
",,2019,1,"English
",Blown Away
6,Political thriller,"English
",,2018,1,"English
",Bodyguard
60,Period drama,"Spanish
",,2019,1,"Spanish
",Bolívar
8,Police procedural,"Norwegian
",,2017,1,"Norwegian
",Borderliner
4,Drama,"Spanish
",,2016,1,"Spanish
",Call Me Francis
6,Crime drama,"French
",,2015,1,"French
",Cannabis
12,Police procedural,"Italian
",,2018,1,"Italian
",Carlo & Malik
9,Crime drama,"Icelandic
",,2015,1,"Icelandic
",Case
8,Historical fiction,"Spanish
",,2017,1,"Spanish
",Cathedral of the Sea
6,Thriller,"French
",,2018,1,"French
",The Chalet
10,Comedy-drama,"English
",,2018,1,"English
",Champions
6,Period drama,"German
",,2017,1,"German
",Charité
10,Political drama,"Korean
",,2019,1,"Korean
",Chief of Staff
12,Anime,"Japanese
",,2017,1,"Japanese
",Children of the Whales
10,Animation,"English
",,2018,1,"English
",Chip and Potato
3,Thriller,"Chinese
",,2018,1,"Chinese
",Chosen
5,Reality,"English
",,2018,1,"English
",Churchill's Secret Agents: The New Recruits
10,Drama,"Spanish
",,2018,1,"Spanish
",Cocaine Coast
6,Comedy-drama,"English
",,2016,1,"English
",Crashing
13,Horror,"English
",,2017,1,"English
",Creeped Out
12,Anime,"Japanese
",,2017,1,"Japanese
",Cyborg 009: Call of Justice
26,Anime,"Japanese
",,2016,2,"Japanese
",Ajin: Demi-Human
24,Espionage,"French
",,2015,2,"French
",A Very Secret Service
24,Espionage,"French
",,2015,2,"French
",A Very Secret Service
12,Crime drama,"Finnish
",,2018,1,"Finnish
",Deadwind
4,Docu-series,"English
",,2017,1,"English
",The Defiant Ones
6,Comedy,"English
",,2018,1,"English
",Derry Girls
8,True crime,"English
",,2018,1,"English
",Dirty John
12,Anime,"Japanese
",,,1,"Japanese
",Dragon Pilot: Hisone and Masotan
13,Crime drama,"Spanish
",,2016,1,"Spanish
",El Marginal
13,Drama,"Spanish
",,2018,1,"Spanish
",El Recluso
26,Anime,"Japanese
",,2016,2,"Japanese
",Ajin: Demi-Human
25,Anime,"Japanese
",,2017,1,"Japanese
",Fate/Apocrypha
8,Drama,"Japanese
",,2017,1,"Japanese
",Final Fantasy XIV: Dad of Light
10,Animation,"English
",,2018,1,"English
",Final Space
20,Docu-series,"Chinese
",,,1,"Chinese
",Flavorful Origins
6,Thriller,"French
",,2017,1,"French
",The Forest
,Drama,"English
",,,,"English
",Bad Blood
10,Thriller,"Spanish
",,2018,1,"Spanish
",Fugitiva
6,Crime drama,"French
",,2017,1,"French
",The Frozen Dead
13,Science-fiction,"English
",,2017,1,"English
",Ghost Wars
13,Drama,"Thai
",,2018,1,"Thai
",Girl From Nowhere
6,Paranormal-drama,"English
",,2015,1,"English
",Glitch
,Drama,"English
",,,,"English
",Bad Blood
6,Drama,"English
",,2017-09-21,1,"English
",Bad Blood
8,Drama,"English
",,2018-10-11,2,"English
",Bad Blood
2,Baking,"English
",,2018,1,"English
",The Great British Baking Show
6,Drama,"Chinese
",,2019,1,"Chinese
",Green Door
10,Murder mystery,"English
",,2016,1,"English
",Guilt
12,Anime,"Japanese
",,2018,1,"Japanese
",Hi Score Girl
4,Docu-series,"English
",,2016,1,"English
",Hip-Hop Evolution
11,Drama,"Spanish
",,2015,1,"Spanish
",Historia de un clan
10,Mystery,"Dutch
",,2017,1,"Dutch
",Hotel Beau Séjour
3,Drama,"Korean
",,2018,1,"Korean
",The Hymn of Death
12,Anime,"Japanese
",,2017,1,"Japanese
",ID-0
10,Fantasy,"Spanish
",,,1,"Spanish
",If I Hadn't Met You
8,Drama,"Turkish
",,2018,1,"Turkish
",Immortals
16,Crime drama,"French
",,2017,2,"French
",Black Spot
16,Crime drama,"French
",,2017,2,"French
",Black Spot
4,Comedy,"English
",,2017,1,"English
",The Indian Detective
11,Anime,"Japanese
",,2018,1,"Japanese
",Ingress: The Animation
4,Docu-series,"English
",,2017,1,"English
",Inside the Criminal Mind
20,Children,"English
",,2019,1,"English
",The InBESTigators
4,Docu-series,"English
",,2016,1,"English
",The Investigator: A British Crime Story
13,Drama,"Thai
",,2018,1,"Thai
",The Judgement
16,Drama,"German
",,2017,2,"German
",Babylon Berlin
